source_input,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),Convergence,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,-1,-1,-1,5,1,54.0,0.0,1.0,1.0,1.0,54
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,-1,-1,1,5,1,61.0,0.0,1.0,1.0,1.0,61
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,-1,1,-1,5,1,45.0,0.0,1.0,1.0,1.0,45
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,-1,1,1,5,1,58.0,0.0,1.0,1.0,1.0,58
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,1,-1,-1,5,1,45.0,0.0,1.0,1.0,1.0,45
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,1,-1,1,5,1,58.0,0.0,1.0,1.0,1.0,58
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,1,1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,-1,1,1,1,1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,-1,-1,-1,5,1,51.0,0.0,1.0,1.0,1.0,51
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,-1,-1,1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,-1,1,-1,5,1,48.0,0.0,1.0,1.0,1.0,48
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,-1,1,1,5,1,51.0,0.0,1.0,1.0,1.0,51
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,1,-1,-1,5,1,48.0,0.0,1.0,1.0,1.0,48
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,1,-1,1,5,1,63.0,0.0,1.0,1.0,1.0,63
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,1,1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,-1,1,1,1,5,1,44.0,0.0,1.0,1.0,1.0,44
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,-1,-1,-1,5,1,40.0,0.0,1.0,1.0,1.0,40
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,-1,-1,1,5,1,60.0,0.0,1.0,1.0,1.0,60
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,-1,1,-1,5,1,68.0,0.0,1.0,1.0,1.0,68
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,-1,1,1,5,1,58.0,0.0,1.0,1.0,1.0,58
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,1,-1,-1,5,1,50.0,0.0,1.0,1.0,1.0,50
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,1,-1,1,5,1,46.0,0.0,1.0,1.0,1.0,46
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,1,1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg2_sg3.csv,1,1,1,1,1,1,5,1,51.0,0.0,1.0,1.0,1.0,51
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,-1,-1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,-1,-1,1,5,1,61.0,0.0,1.0,1.0,1.0,61
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,-1,1,-1,5,1,67.0,0.0,1.0,1.0,1.0,67
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,-1,1,1,5,1,66.0,0.0,1.0,1.0,1.0,66
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,1,-1,-1,5,1,75.0,0.0,1.0,1.0,1.0,75
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,1,-1,1,5,1,82.0,0.0,1.0,1.0,1.0,82
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,1,1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,-1,1,1,1,5,1,60.0,0.0,1.0,1.0,1.0,60
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,-1,-1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,-1,-1,1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,-1,1,-1,5,1,56.0,0.0,1.0,1.0,1.0,56
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,-1,1,1,5,1,113.0,0.0,1.0,1.0,1.0,113
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,1,-1,-1,5,1,82.0,0.0,1.0,1.0,1.0,82
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,1,-1,1,5,1,136.0,0.0,1.0,1.0,1.0,136
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,1,1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,-1,1,1,1,1,5,1,62.0,0.0,1.0,1.0,1.0,62
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,-1,-1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,-1,-1,1,5,1,80.0,0.0,1.0,1.0,1.0,80
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,-1,1,-1,5,1,81.0,0.0,1.0,1.0,1.0,81
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,-1,1,1,5,1,125.0,0.0,1.0,1.0,1.0,125
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,1,-1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,1,-1,1,5,1,98.0,0.0,1.0,1.0,1.0,98
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,1,1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,-1,1,1,1,5,1,121.0,0.0,1.0,1.0,1.0,121
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,-1,-1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,-1,-1,1,5,1,82.0,0.0,1.0,1.0,1.0,82
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,-1,1,-1,5,1,81.0,0.0,1.0,1.0,1.0,81
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,-1,1,1,5,1,64.0,0.0,1.0,1.0,1.0,64
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,1,-1,-1,5,1,56.0,0.0,1.0,1.0,1.0,56
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,1,-1,1,5,1,50.0,0.0,1.0,1.0,1.0,50
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,1,1,-1,5,1,52.0,0.0,1.0,1.0,1.0,52
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,-1,1,1,1,1,1,5,1,80.0,0.0,1.0,1.0,1.0,80
data/results/algo2/deepseek-chat-v3-0324/raw/algorithm2_results_sg3_sg1.csv,1,-1,-1,-1,-1,-1,5,1,59.0,0.0,1.0,1.0,1.0,59
