accuracy,algorithm,avg_duration_seconds,avg_tokens_per_second,candidate_edge_count,condition_bits,condition_label,decoding_algorithm,embedding_model,f1,max_duration_seconds,max_tokens_per_second,model,pair_name,precision,raw_row_path,recall,replication,response_trace_count,status,thinking_mode_supported,total_completion_tokens,total_prompt_tokens,verified_edge_count
0.5909090909090909,algo2,6.3149,12.25042575,26,000000,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.766367,17.336695,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000000/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.15831425,9.67345825,15,000000,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.415326,11.687871,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000000/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,259,2976,13
1.0,algo2,6.8468165,10.7169255,24,000001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,16.469675,15.543719,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000001/rep_00/raw_row.json,1.0,0,4,finished,True,356,3083,23
0.5909090909090909,algo2,7.558435,10.3631315,26,000001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,17.963692,14.250968,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000001/rep_00/raw_row.json,0.5909090909090909,0,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.41765,9.22428175,15,000001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.641526,11.448949,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000001/rep_00/raw_row.json,0.5909090909090909,0,4,finished,True,259,2976,13
1.0,algo2,6.152633,11.75273575,24,000001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,14.477813,17.682229,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000001/rep_01/raw_row.json,1.0,1,4,finished,True,356,3083,23
0.5909090909090909,algo2,6.43776025,11.983455000000001,26,000001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.985331,17.083373,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000001/rep_01/raw_row.json,0.5909090909090909,1,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.2544885,9.51385375,15,000001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.561302,11.587367,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000001/rep_01/raw_row.json,0.5909090909090909,1,4,finished,True,259,2976,13
1.0,algo2,6.0551555,11.911369,24,000001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,14.138727,18.106297,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000001/rep_02/raw_row.json,1.0,2,4,finished,True,356,3083,23
0.5909090909090909,algo2,6.295215499999999,12.20744825,26,000001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.569109,17.571424,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000001/rep_02/raw_row.json,0.5909090909090909,2,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.10329925,9.83341525,15,000001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.382054,12.451954,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000001/rep_02/raw_row.json,0.5909090909090909,2,4,finished,True,259,2976,13
1.0,algo2,6.14174875,11.74186175,24,000001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,14.376198,17.807212,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000001/rep_03/raw_row.json,1.0,3,4,finished,True,356,3083,23
0.5909090909090909,algo2,6.334587750000001,12.14867075,26,000001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.701859,17.412764,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000001/rep_03/raw_row.json,0.5909090909090909,3,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.145364750000001,9.728627249999999,15,000001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.460003,11.909279,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000001/rep_03/raw_row.json,0.5909090909090909,3,4,finished,True,259,2976,13
1.0,algo2,5.93474675,12.24363525,24,000001,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,13.968296,18.327217,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000001/rep_04/raw_row.json,1.0,4,4,finished,True,356,3083,23
0.5909090909090909,algo2,6.2722125,12.31518725,26,000001,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.639535,17.486894,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000001/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,372,3039,21
0.5909090909090909,algo2,6.214899,9.60446,15,000001,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,13.558064,11.810924,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000001/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,259,2976,13
0.36363636363636365,algo2,6.04976825,11.60236125,23,000010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.490919,17.666237,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000010/rep_00/raw_row.json,0.36363636363636365,0,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.53998725,10.199472,11,000010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.961893,14.282696,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000010/rep_00/raw_row.json,0.36363636363636365,0,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.3788895,9.66041075,25,000010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.347699,15.659696,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000010/rep_00/raw_row.json,0.5909090909090909,0,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.00540275,11.56987375,23,000010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.289698,17.915004,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000010/rep_01/raw_row.json,0.36363636363636365,1,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.52254775,10.225679750000001,11,000010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.779337,14.579688,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000010/rep_01/raw_row.json,0.36363636363636365,1,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.380672000000001,9.66875075,25,000010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.398337,15.611339,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000010/rep_01/raw_row.json,0.5909090909090909,1,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.01085625,11.58338425,23,000010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.302288,17.899234,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000010/rep_02/raw_row.json,0.36363636363636365,2,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.56771975,10.08767375,11,000010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.79563,14.552681,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000010/rep_02/raw_row.json,0.36363636363636365,2,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.39242725,9.6617365,25,000010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.463198,15.549834,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000010/rep_02/raw_row.json,0.5909090909090909,2,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.0134285,11.5448935,23,000010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.236831,17.98153,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000010/rep_03/raw_row.json,0.36363636363636365,3,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.52683825,10.190222,11,000010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.828713,14.498149,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000010/rep_03/raw_row.json,0.36363636363636365,3,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.4825425,9.508506,25,000010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.60479,15.417238,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000010/rep_03/raw_row.json,0.5909090909090909,3,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.0329195,11.60708225,23,000010,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.453143,17.712411,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000010/rep_04/raw_row.json,0.36363636363636365,4,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.46920825,10.404062,11,000010,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.785519,14.569429,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000010/rep_04/raw_row.json,0.36363636363636365,4,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.27534825,9.8553185,25,000010,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.238892,15.764622,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000010/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.11656875,11.47814825,23,000011,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.774828,17.326767,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000011/rep_00/raw_row.json,0.36363636363636365,0,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.508744,10.24653575,11,000011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.809732,14.529386,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000011/rep_00/raw_row.json,0.36363636363636365,0,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.356239,9.69991475,25,000011,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.354422,15.653259,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000011/rep_00/raw_row.json,0.5909090909090909,0,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.00796425,11.5716285,23,000011,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.210547,18.014788,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000011/rep_01/raw_row.json,0.36363636363636365,1,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.4993549999999995,10.24839325,11,000011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.72823,14.665058,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000011/rep_01/raw_row.json,0.36363636363636365,1,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.3801672499999995,9.69582075,25,000011,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.50997,15.505782,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000011/rep_01/raw_row.json,0.5909090909090909,1,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.103022,11.40353325,23,000011,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.455322,17.709741,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000011/rep_02/raw_row.json,0.36363636363636365,2,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.59581075,10.036307,11,000011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.897849,14.385499,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000011/rep_02/raw_row.json,0.36363636363636365,2,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.43736775,9.59591575,25,000011,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.546538,15.471514,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000011/rep_02/raw_row.json,0.5909090909090909,2,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.03110075,11.5586605,23,000011,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.35126,17.838155,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000011/rep_03/raw_row.json,0.36363636363636365,3,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.49797025,10.37058575,11,000011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.829931,14.49615,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000011/rep_03/raw_row.json,0.36363636363636365,3,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.39148025,9.63164225,25,000011,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.344762,15.66251,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000011/rep_03/raw_row.json,0.5909090909090909,3,4,finished,True,359,4584,16
0.36363636363636365,algo2,6.018997000000001,11.539983,23,000011,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,14.305998,17.894592,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000011/rep_04/raw_row.json,0.36363636363636365,4,4,finished,True,347,4515,6
0.36363636363636365,algo2,4.5184725,10.28957925,11,000011,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.5333333333333333,8.836407,14.485526,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000011/rep_04/raw_row.json,0.36363636363636365,4,4,finished,True,208,4469,4
0.5909090909090909,algo2,7.312159749999999,9.81132175,25,000011,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,16.345273,15.66202,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000011/rep_04/raw_row.json,0.5909090909090909,4,4,finished,True,359,4584,16
1.0,algo2,6.05485425,11.54874825,26,000100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,14.250593,17.964164,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000100/rep_00/raw_row.json,1.0,0,4,finished,True,353,3102,22
0.5909090909090909,algo2,5.9902465,11.28227525,23,000100,beam_num_beams_2,beam,Qwen/Qwen3-Embedding-0.6B,0.7428571428571429,14.965045,17.106531,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_2/sg1_sg2/000100/rep_00/raw_row.json,0.5909090909090909,0,4,finished,True,340,3001,11
1.0,algo2,6.4882185,10.1217305,21,000100,beam_num_beams_6,beam,Qwen/Qwen3-Embedding-0.6B,1.0,15.819706,16.182348,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/beam_num_beams_6/sg1_sg2/000100/rep_00/raw_row.json,1.0,0,4,finished,True,338,2959,9
1.0,algo2,5.9562065,11.83120525,26,000100,greedy,greedy,Qwen/Qwen3-Embedding-0.6B,1.0,14.061594,18.205617,Qwen/Qwen3.5-9B,sg1_sg2,1.0,/workspace/results/hf-paper-batch-algo2-qwen-current/runs/algo2/Qwen__Qwen3.5-9B/greedy/sg1_sg2/000100/rep_01/raw_row.json,1.0,1,4,finished,True,353,3102,22
