algorithm,model,embedding_model,decoding_algorithm,condition_label,pair_name,condition_bits,replication,status,thinking_mode_supported,raw_row_path,result_edge_count,recall,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,264,0.227273,1.7286708750000002,29.70702176136364,3.431291,31.206301,88,4529,18427
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,1,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,264,0.227273,3.575477,13.573971022727273,5.1638,17.542423,88,4348,18398
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,266,0.227273,1.507721625,32.90759565909091,3.819887,34.294211,88,4380,18402
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,264,0.227273,1.6901021931818183,30.381055681818182,3.342741,32.363938,88,4529,18427
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,1,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,264,0.227273,3.448638863636363,14.02096934090909,5.060946,17.429238,88,4348,18398
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,266,0.227273,1.5183968181818182,32.6547825,3.878569,33.820788,88,4380,18402
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,264,0.227273,1.7186708977272729,29.884252727272727,3.50581,31.793711,88,4529,18427
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,1,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,264,0.227273,3.516465715909091,13.760257352272726,4.853306,17.805684,88,4348,18398
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,266,0.227273,1.5241667159090908,32.54337028409091,3.940855,33.353969,88,4380,18402
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,264,0.227273,1.713223659090909,29.980651022727272,3.386029,31.436121,88,4529,18427
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,1,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,264,0.227273,3.727342272727273,13.03520068181818,5.502124,17.684635,88,4348,18398
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,1,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,266,0.227273,1.5191436704545451,32.65536940909091,3.942769,33.327348,88,4380,18402
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,1,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,264,0.227273,1.7155277613636364,29.939044806818185,3.400999,31.448464,88,4529,18427
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,1,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,264,0.227273,3.4416396136363634,14.041828863636365,4.807287,17.906799,88,4348,18398
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,115,0.0,2.0818306363636365,32.30764909090909,2.985506,33.32521,22,1479,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.0,2.2147084545454545,30.315694954545453,3.231639,31.889073,22,1483,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.0,2.4915112272727273,27.136964545454543,3.570213,29.41001,22,1490,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,10,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0010/rep_00/raw_row.json,110,0.0,4.289737227272727,15.1475275,5.892512,18.281855,22,1443,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,115,0.0,2.0533282272727273,32.72966490909091,2.919125,33.436372,22,1479,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.0,2.1909823636363637,30.679639681818184,3.230256,31.886021,22,1483,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.0,2.499191772727273,27.054772954545456,3.586107,29.279663,22,1490,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,10,1,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,110,0.0,4.0991503636363635,15.75768440909091,5.63772,18.382777,22,1443,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,115,0.0,2.055700590909091,32.69729295454545,2.918549,33.236251,22,1479,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.0,2.2022419545454546,30.526255181818183,3.251951,31.67329,22,1483,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.0,2.5037353636363635,27.00847663636364,3.580163,29.328272,22,1490,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,10,2,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,110,0.0,4.0435716363636365,15.968389454545456,5.292412,18.894977,22,1443,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,115,0.0,2.0761792272727275,32.37575481818182,2.960808,33.138932,22,1479,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.0,2.233217227272727,30.10555836363636,3.272641,31.473052,22,1483,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.0,2.516873409090909,26.862128090909092,3.633172,28.986669,22,1490,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,10,3,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,110,0.0,4.171019,15.512044045454546,5.552766,18.184827,22,1443,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,10,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,115,0.0,2.105512181818182,31.94737690909091,3.062457,33.062932,22,1479,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,subgraph_1_to_subgraph_3,10,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.0,2.2573512727272727,29.776804181818186,3.35983,31.146771,22,1483,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,10,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.0,2.503383045454546,26.997126636363635,3.595536,29.202875,22,1490,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,subgraph_1_to_subgraph_3,10,4,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,110,0.0,4.076008818181818,15.887611727272729,5.238261,19.090306,22,1443,4577
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,subgraph_1_to_subgraph_3,11,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/greedy/subgraph_1_to_subgraph_3/0011/rep_00/raw_row.json,692,0.227273,2.1902468467153287,32.269817532846716,3.767438,33.260082,137,9707,28676
algo3,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_6,subgraph_1_to_subgraph_3,11,0,finished,False,/workspace/results/hf-paper-batch-algo3-mistral-current/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/subgraph_1_to_subgraph_3/0011/rep_00/raw_row.json,660,0.227273,2.7887729848484852,26.78333999242424,12.542609,29.606921,132,9715,27671
