source_input,Explanation,Example,Counterexample,Array/List(1/-1),Tag/Adjacency(1/-1),metric,n,mean,sample_std,min,max,range_width,coefficient_of_variation
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,-1,accuracy,5,0.9155844155844155,0.0,0.9155844155844156,0.9155844155844156,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,1,accuracy,5,0.9090909090909092,0.0,0.9090909090909092,0.9090909090909092,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,-1,accuracy,5,0.9155844155844155,0.0,0.9155844155844156,0.9155844155844156,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,1,accuracy,5,0.9285714285714286,0.0,0.9285714285714286,0.9285714285714286,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,-1,accuracy,5,0.9090909090909092,0.0,0.9090909090909092,0.9090909090909092,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,1,accuracy,5,0.9253246753246753,0.0,0.9253246753246752,0.9253246753246752,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,-1,accuracy,5,0.8928571428571429,0.0,0.8928571428571429,0.8928571428571429,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,1,accuracy,5,0.905844155844156,0.0,0.905844155844156,0.905844155844156,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,-1,accuracy,5,0.922077922077922,0.0,0.922077922077922,0.922077922077922,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,1,accuracy,5,0.8798701298701299,0.0,0.8798701298701299,0.8798701298701299,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,-1,accuracy,5,0.9090909090909092,0.0,0.9090909090909092,0.9090909090909092,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,1,accuracy,5,0.922077922077922,0.0,0.922077922077922,0.922077922077922,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,-1,accuracy,5,0.9188311688311688,0.0,0.9188311688311688,0.9188311688311688,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,accuracy,5,0.9090909090909092,0.0,0.9090909090909092,0.9090909090909092,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,accuracy,5,0.9188311688311688,0.0,0.9188311688311688,0.9188311688311688,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,accuracy,5,0.9285714285714286,0.0,0.9285714285714286,0.9285714285714286,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,accuracy,5,0.9253246753246753,0.0,0.9253246753246752,0.9253246753246752,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,accuracy,5,0.922077922077922,0.0,0.922077922077922,0.922077922077922,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,accuracy,5,0.9155844155844155,0.0,0.9155844155844156,0.9155844155844156,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,accuracy,5,0.9155844155844155,0.0,0.9155844155844156,0.9155844155844156,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,accuracy,5,0.9253246753246753,0.0,0.9253246753246752,0.9253246753246752,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,accuracy,5,0.9285714285714286,0.0,0.9285714285714286,0.9285714285714286,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,-1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,-1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,-1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,-1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,-1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,1,recall,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,-1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,-1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,-1,recall,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,-1,recall,5,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,-1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,-1,recall,5,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,recall,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,recall,5,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,recall,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,recall,5,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,-1,precision,5,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,-1,1,precision,5,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,-1,precision,5,0.1875,0.0,0.1875,0.1875,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,-1,1,1,precision,5,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,-1,precision,5,0.22222222222222224,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,-1,1,precision,5,0.2,0.0,0.2,0.2,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,-1,precision,5,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,-1,1,1,1,precision,5,0.1,0.0,0.1,0.1,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,-1,precision,5,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,-1,1,precision,5,0.2,0.0,0.2,0.2,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,-1,precision,5,0.11111111111111112,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,-1,1,1,precision,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,-1,precision,5,0.11111111111111112,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,-1,1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,-1,precision,5,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,1,1,1,1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,-1,precision,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,-1,1,precision,5,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,-1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,-1,1,1,precision,5,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,-1,precision,5,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,-1,1,precision,5,0.22222222222222224,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,-1,precision,5,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,-1,1,1,1,precision,5,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,-1,precision,5,0.125,0.0,0.125,0.125,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,-1,1,precision,5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,-1,precision,5,0.25,0.0,0.25,0.25,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,-1,1,1,precision,5,0.22222222222222224,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,-1,precision,5,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,-1,1,precision,5,0.11111111111111112,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,-1,precision,5,0.3,0.0,0.3,0.3,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,1,1,1,1,precision,5,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,-1,accuracy,5,0.8970099667774086,0.0,0.8970099667774086,0.8970099667774086,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,-1,1,accuracy,5,0.8920265780730897,0.0,0.8920265780730897,0.8920265780730897,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,-1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,-1,1,1,accuracy,5,0.8953488372093024,0.0,0.8953488372093024,0.8953488372093024,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,-1,accuracy,5,0.893687707641196,0.0,0.893687707641196,0.893687707641196,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,-1,1,accuracy,5,0.893687707641196,0.0,0.893687707641196,0.893687707641196,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,-1,accuracy,5,0.9019933554817277,0.0,0.9019933554817277,0.9019933554817277,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,-1,1,1,1,accuracy,5,0.8903654485049832,0.0,0.8903654485049833,0.8903654485049833,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,-1,accuracy,5,0.8953488372093024,0.0,0.8953488372093024,0.8953488372093024,0.0,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,1,-1,-1,1,accuracy,5,0.8986710963455149,0.0,0.8986710963455149,0.8986710963455149,0.0,0.0
